ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
AS,2020-05-27,0,0,0,0,0,0
CB,2020-05-27,2,2,0,0,0,0
CE,2020-05-27,2,2,0,0,0,0
CL,2020-05-27,26,26,0,0,0,0
CM,2020-05-27,43,41,0,1,1,0
CN,2020-05-27,2,2,0,0,0,0
CT,2020-05-27,167,123,0,2,41,1
EX,2020-05-27,3,2,1,0,0,0
GA,2020-05-27,0,0,0,0,0,0
IB,2020-05-27,3,3,0,0,0,0
MC,2020-05-27,5,5,0,0,0,0
MD,2020-05-27,117,106,0,11,0,0
ML,2020-05-27,0,0,0,0,0,0
NC,2020-05-27,11,11,0,0,0,0
PV,2020-05-27,15,2,0,13,0,0
RI,2020-05-27,1,1,0,0,0,0
VC,2020-05-27,15,15,0,0,0,0
AN,2020-05-28,7,7,0,0,0,0
AR,2020-05-28,6,6,0,0,0,0
AS,2020-05-28,0,0,0,0,0,0
CB,2020-05-28,2,2,0,0,0,0
CE,2020-05-28,5,5,0,0,0,0
CL,2020-05-28,44,44,0,0,0,0
CM,2020-05-28,50,46,0,1,3,0
CN,2020-05-28,7,7,0,0,0,0
CT,2020-05-28,221,159,0,0,61,1
EX,2020-05-28,0,0,0,0,0,0
GA,2020-05-28,2,2,0,0,0,0
IB,2020-05-28,14,13,1,0,0,0
MC,2020-05-28,3,2,0,1,0,0
MD,2020-05-28,132,129,0,3,0,0
ML,2020-05-28,0,0,0,0,0,0
NC,2020-05-28,9,9,0,0,0,0
PV,2020-05-28,9,4,0,5,0,0
RI,2020-05-28,1,1,0,0,0,0
VC,2020-05-28,11,11,0,0,0,0
AN,2020-05-29,14,14,0,0,0,0
AR,2020-05-29,11,11,0,0,0,0
AS,2020-05-29,13,13,0,0,0,0
CB,2020-05-29,3,3,0,0,0,0
CE,2020-05-29,2,2,0,0,0,0
CL,2020-05-29,47,45,0,0,2,0
CM,2020-05-29,33,32,0,1,0,0
CN,2020-05-29,7,7,0,0,0,0
CT,2020-05-29,197,153,0,0,43,1
EX,2020-05-29,3,3,0,0,0,0
GA,2020-05-29,3,3,0,0,0,0
IB,2020-05-29,5,4,1,0,0,0
MC,2020-05-29,1,1,0,0,0,0
MD,2020-05-29,137,127,0,10,0,0
ML,2020-05-29,0,0,0,0,0,0
NC,2020-05-29,5,5,0,0,0,0
PV,2020-05-29,13,3,0,10,0,0
RI,2020-05-29,2,2,0,0,0,0
VC,2020-05-29,9,9,0,0,0,0
AN,2020-05-30,13,13,0,0,0,0
AR,2020-05-30,4,4,0,0,0,0
AS,2020-05-30,4,4,0,0,0,0
CB,2020-05-30,2,2,0,0,0,0
CE,2020-05-30,3,3,0,0,0,0
CL,2020-05-30,36,36,0,0,0,0
CM,2020-05-30,29,26,0,0,3,0
CN,2020-05-30,3,3,0,0,0,0
CT,2020-05-30,102,97,0,0,4,1
EX,2020-05-30,2,2,0,0,0,0
GA,2020-05-30,2,2,0,0,0,0
IB,2020-05-30,1,1,0,0,0,0
MC,2020-05-30,2,1,1,0,0,0
MD,2020-05-30,73,64,0,9,0,0
ML,2020-05-30,0,0,0,0,0,0
NC,2020-05-30,7,7,0,0,0,0
PV,2020-05-30,27,3,0,24,0,0
RI,2020-05-30,1,1,0,0,0,0
VC,2020-05-30,4,4,0,0,0,0
AN,2020-05-31,9,9,0,0,0,0
AR,2020-05-31,7,7,0,0,0,0
AS,2020-05-31,3,3,0,0,0,0
CB,2020-05-31,1,1,0,0,0,0
CE,2020-05-31,1,1,0,0,0,0
CL,2020-05-31,18,18,0,0,0,0
CM,2020-05-31,13,10,0,1,2,0
CN,2020-05-31,1,1,0,0,0,0
CT,2020-05-31,65,65,0,0,0,0
EX,2020-05-31,1,1,0,0,0,0
GA,2020-05-31,1,1,0,0,0,0
IB,2020-05-31,2,2,0,0,0,0
MC,2020-05-31,0,0,0,0,0,0
MD,2020-05-31,87,76,0,11,0,0
ML,2020-05-31,0,0,0,0,0,0
NC,2020-05-31,3,3,0,0,0,0
PV,2020-05-31,15,0,0,15,0,0
RI,2020-05-31,0,0,0,0,0,0
VC,2020-05-31,7,7,0,0,0,0
AN,2020-06-01,18,18,0,0,0,0
AR,2020-06-01,8,8,0,0,0,0
AS,2020-06-01,0,0,0,0,0,0
CB,2020-06-01,3,3,0,0,0,0
CE,2020-06-01,4,4,0,0,0,0
CL,2020-06-01,28,28,0,0,0,0
CM,2020-06-01,29,28,0,1,0,0
CN,2020-06-01,4,4,0,0,0,0
CT,2020-06-01,105,97,0,0,6,2
EX,2020-06-01,3,3,0,0,0,0
GA,2020-06-01,2,2,0,0,0,0
IB,2020-06-01,4,3,1,0,0,0
MC,2020-06-01,4,4,0,0,0,0
MD,2020-06-01,187,166,0,21,0,0
ML,2020-06-01,1,1,0,0,0,0
NC,2020-06-01,1,1,0,0,0,0
PV,2020-06-01,22,8,0,14,0,0
RI,2020-06-01,3,3,0,0,0,0
VC,2020-06-01,15,15,0,0,0,0
AN,2020-06-02,5,5,0,0,0,0
AR,2020-06-02,18,18,0,0,0,0
AS,2020-06-02,0,0,0,0,0,0
CB,2020-06-02,2,2,0,0,0,0
CE,2020-06-02,2,2,0,0,0,0
CL,2020-06-02,19,19,0,0,0,0
CM,2020-06-02,32,25,0,1,6,0
CN,2020-06-02,4,4,0,0,0,0
CT,2020-06-02,130,108,0,1,21,0
EX,2020-06-02,5,4,0,0,1,0
GA,2020-06-02,1,1,0,0,0,0
IB,2020-06-02,7,7,0,0,0,0
MC,2020-06-02,2,2,0,0,0,0
MD,2020-06-02,133,120,0,13,0,0
ML,2020-06-02,0,0,0,0,0,0
NC,2020-06-02,3,3,0,0,0,0
PV,2020-06-02,23,10,0,13,0,0
RI,2020-06-02,1,1,0,0,0,0
VC,2020-06-02,20,20,0,0,0,0
AN,2020-06-03,15,15,0,0,0,0
AR,2020-06-03,6,6,0,0,0,0
AS,2020-06-03,1,1,0,0,0,0
CB,2020-06-03,0,0,0,0,0,0
CE,2020-06-03,4,4,0,0,0,0
CL,2020-06-03,28,28,0,0,0,0
CM,2020-06-03,47,44,0,2,1,0
CN,2020-06-03,4,4,0,0,0,0
CT,2020-06-03,145,115,0,0,30,0
EX,2020-06-03,0,0,0,0,0,0
GA,2020-06-03,0,0,0,0,0,0
IB,2020-06-03,3,3,0,0,0,0
MC,2020-06-03,2,2,0,0,0,0
MD,2020-06-03,164,154,0,10,0,0
ML,2020-06-03,0,0,0,0,0,0
NC,2020-06-03,6,6,0,0,0,0
PV,2020-06-03,15,7,0,8,0,0
RI,2020-06-03,2,2,0,0,0,0
VC,2020-06-03,11,11,0,0,0,0
AN,2020-06-04,5,5,0,0,0,0
AR,2020-06-04,8,8,0,0,0,0
AS,2020-06-04,0,0,0,0,0,0
CB,2020-06-04,1,1,0,0,0,0
CE,2020-06-04,0,0,0,0,0,0
CL,2020-06-04,28,26,0,0,2,0
CM,2020-06-04,48,38,0,1,9,0
CN,2020-06-04,1,1,0,0,0,0
CT,2020-06-04,141,109,0,0,32,0
EX,2020-06-04,3,3,0,0,0,0
GA,2020-06-04,2,2,0,0,0,0
IB,2020-06-04,6,6,0,0,0,0
MC,2020-06-04,2,2,0,0,0,0
MD,2020-06-04,133,122,0,11,0,0
ML,2020-06-04,0,0,0,0,0,0
NC,2020-06-04,7,7,0,0,0,0
PV,2020-06-04,12,6,0,6,0,0
RI,2020-06-04,2,2,0,0,0,0
VC,2020-06-04,10,10,0,0,0,0
AN,2020-06-05,12,12,0,0,0,0
AR,2020-06-05,5,5,0,0,0,0
AS,2020-06-05,2,2,0,0,0,0
CB,2020-06-05,2,2,0,0,0,0
CE,2020-06-05,0,0,0,0,0,0
CL,2020-06-05,36,36,0,0,0,0
CM,2020-06-05,37,36,0,1,0,0
CN,2020-06-05,1,1,0,0,0,0
CT,2020-06-05,190,161,0,1,28,0
EX,2020-06-05,0,0,0,0,0,0
GA,2020-06-05,4,4,0,0,0,0
IB,2020-06-05,2,2,0,0,0,0
MC,2020-06-05,1,1,0,0,0,0
MD,2020-06-05,158,149,0,9,0,0
ML,2020-06-05,0,0,0,0,0,0
NC,2020-06-05,6,6,0,0,0,0
PV,2020-06-05,19,11,0,8,0,0
RI,2020-06-05,2,2,0,0,0,0
VC,2020-06-05,9,8,0,1,0,0
AN,2020-06-06,6,6,0,0,0,0
AR,2020-06-06,5,5,0,0,0,0
AS,2020-06-06,2,2,0,0,0,0
CB,2020-06-06,0,0,0,0,0,0
CE,2020-06-06,0,0,0,0,0,0
CL,2020-06-06,12,12,0,0,0,0
CM,2020-06-06,23,23,0,0,0,0
CN,2020-06-06,4,4,0,0,0,0
CT,2020-06-06,73,72,0,1,0,0
EX,2020-06-06,0,0,0,0,0,0
GA,2020-06-06,1,1,0,0,0,0
IB,2020-06-06,2,2,0,0,0,0
MC,2020-06-06,3,3,0,0,0,0
MD,2020-06-06,92,82,0,10,0,0
ML,2020-06-06,0,0,0,0,0,0
NC,2020-06-06,1,1,0,0,0,0
PV,2020-06-06,27,7,0,20,0,0
RI,2020-06-06,2,2,0,0,0,0
VC,2020-06-06,6,6,0,0,0,0
AN,2020-06-07,2,2,0,0,0,0
AR,2020-06-07,3,3,0,0,0,0
AS,2020-06-07,1,1,0,0,0,0
CB,2020-06-07,3,3,0,0,0,0
CE,2020-06-07,0,0,0,0,0,0
CL,2020-06-07,13,13,0,0,0,0
CM,2020-06-07,13,12,0,0,1,0
CN,2020-06-07,1,1,0,0,0,0
CT,2020-06-07,66,62,0,1,2,1
EX,2020-06-07,1,1,0,0,0,0
GA,2020-06-07,1,1,0,0,0,0
IB,2020-06-07,5,5,0,0,0,0
MC,2020-06-07,0,0,0,0,0,0
MD,2020-06-07,88,72,0,16,0,0
ML,2020-06-07,0,0,0,0,0,0
NC,2020-06-07,2,2,0,0,0,0
PV,2020-06-07,27,12,0,15,0,0
RI,2020-06-07,1,1,0,0,0,0
VC,2020-06-07,7,7,0,0,0,0
AN,2020-06-08,6,6,0,0,0,0
AR,2020-06-08,5,5,0,0,0,0
AS,2020-06-08,0,0,0,0,0,0
CB,2020-06-08,2,2,0,0,0,0
CE,2020-06-08,0,0,0,0,0,0
CL,2020-06-08,35,35,0,0,0,0
CM,2020-06-08,39,37,0,0,2,0
CN,2020-06-08,2,2,0,0,0,0
CT,2020-06-08,135,115,0,1,16,3
EX,2020-06-08,1,1,0,0,0,0
GA,2020-06-08,4,4,0,0,0,0
IB,2020-06-08,3,3,0,0,0,0
MC,2020-06-08,2,2,0,0,0,0
MD,2020-06-08,170,150,0,20,0,0
ML,2020-06-08,0,0,0,0,0,0
NC,2020-06-08,0,0,0,0,0,0
PV,2020-06-08,20,13,0,7,0,0
RI,2020-06-08,0,0,0,0,0,0
VC,2020-06-08,6,6,0,0,0,0
AN,2020-06-09,8,8,0,0,0,0
AR,2020-06-09,10,10,0,0,0,0
AS,2020-06-09,0,0,0,0,0,0
CB,2020-06-09,0,0,0,0,0,0
CE,2020-06-09,0,0,0,0,0,0
CL,2020-06-09,27,26,0,0,1,0
CM,2020-06-09,28,27,0,1,0,0
CN,2020-06-09,2,2,0,0,0,0
CT,2020-06-09,95,61,0,0,34,0
EX,2020-06-09,3,2,1,0,0,0
GA,2020-06-09,3,3,0,0,0,0
IB,2020-06-09,1,1,0,0,0,0
MC,2020-06-09,2,2,0,0,0,0
MD,2020-06-09,133,121,0,12,0,0
ML,2020-06-09,1,1,0,0,0,0
NC,2020-06-09,5,5,0,0,0,0
PV,2020-06-09,26,11,0,15,0,0
RI,2020-06-09,1,1,0,0,0,0
VC,2020-06-09,9,9,0,0,0,0
AN,2020-06-10,6,6,0,0,0,0
AR,2020-06-10,3,3,0,0,0,0
AS,2020-06-10,0,0,0,0,0,0
CB,2020-06-10,1,0,0,0,0,1
CE,2020-06-10,0,0,0,0,0,0
CL,2020-06-10,17,16,0,0,1,0
CM,2020-06-10,31,27,0,2,2,0
CN,2020-06-10,1,1,0,0,0,0
CT,2020-06-10,147,94,0,1,50,2
EX,2020-06-10,1,1,0,0,0,0
GA,2020-06-10,0,0,0,0,0,0
IB,2020-06-10,4,4,0,0,0,0
MC,2020-06-10,1,1,0,0,0,0
MD,2020-06-10,132,126,0,6,0,0
ML,2020-06-10,0,0,0,0,0,0
NC,2020-06-10,4,4,0,0,0,0
PV,2020-06-10,21,8,0,13,0,0
RI,2020-06-10,0,0,0,0,0,0
VC,2020-06-10,2,2,0,0,0,0
AN,2020-06-11,5,5,0,0,0,0
AR,2020-06-11,5,5,0,0,0,0
AS,2020-06-11,3,3,0,0,0,0
CB,2020-06-11,3,3,0,0,0,0
CE,2020-06-11,0,0,0,0,0,0
CL,2020-06-11,17,17,0,0,0,0
CM,2020-06-11,14,12,0,1,1,0
CN,2020-06-11,2,2,0,0,0,0
CT,2020-06-11,126,76,0,4,43,3
EX,2020-06-11,0,0,0,0,0,0
GA,2020-06-11,1,1,0,0,0,0
IB,2020-06-11,5,5,0,0,0,0
MC,2020-06-11,0,0,0,0,0,0
MD,2020-06-11,120,104,0,16,0,0
ML,2020-06-11,0,0,0,0,0,0
NC,2020-06-11,1,1,0,0,0,0
PV,2020-06-11,20,10,0,10,0,0
RI,2020-06-11,1,1,0,0,0,0
VC,2020-06-11,11,11,0,0,0,0
AN,2020-06-12,4,4,0,0,0,0
AR,2020-06-12,4,4,0,0,0,0
AS,2020-06-12,0,0,0,0,0,0
CB,2020-06-12,1,1,0,0,0,0
CE,2020-06-12,0,0,0,0,0,0
CL,2020-06-12,21,20,0,0,1,0
CM,2020-06-12,23,21,0,0,2,0
CN,2020-06-12,4,4,0,0,0,0
CT,2020-06-12,125,92,0,3,30,0
EX,2020-06-12,1,1,0,0,0,0
GA,2020-06-12,3,3,0,0,0,0
IB,2020-06-12,7,7,0,0,0,0
MC,2020-06-12,0,0,0,0,0,0
MD,2020-06-12,143,138,0,5,0,0
ML,2020-06-12,0,0,0,0,0,0
NC,2020-06-12,2,2,0,0,0,0
PV,2020-06-12,31,19,0,12,0,0
RI,2020-06-12,0,0,0,0,0,0
VC,2020-06-12,11,11,0,0,0,0
AN,2020-06-13,4,4,0,0,0,0
AR,2020-06-13,5,5,0,0,0,0
AS,2020-06-13,0,0,0,0,0,0
CB,2020-06-13,1,1,0,0,0,0
CE,2020-06-13,0,0,0,0,0,0
CL,2020-06-13,12,11,0,0,1,0
CM,2020-06-13,10,10,0,0,0,0
CN,2020-06-13,2,2,0,0,0,0
CT,2020-06-13,49,46,0,0,2,1
EX,2020-06-13,1,1,0,0,0,0
GA,2020-06-13,0,0,0,0,0,0
IB,2020-06-13,2,2,0,0,0,0
MC,2020-06-13,1,1,0,0,0,0
MD,2020-06-13,32,28,0,4,0,0
ML,2020-06-13,0,0,0,0,0,0
NC,2020-06-13,1,1,0,0,0,0
PV,2020-06-13,38,9,0,29,0,0
RI,2020-06-13,2,2,0,0,0,0
VC,2020-06-13,3,3,0,0,0,0
AN,2020-06-14,4,4,0,0,0,0
AR,2020-06-14,4,3,0,0,1,0
AS,2020-06-14,0,0,0,0,0,0
CB,2020-06-14,1,1,0,0,0,0
CE,2020-06-14,0,0,0,0,0,0
CL,2020-06-14,6,5,0,0,1,0
CM,2020-06-14,13,13,0,0,0,0
CN,2020-06-14,1,1,0,0,0,0
CT,2020-06-14,60,56,0,1,1,2
EX,2020-06-14,1,1,0,0,0,0
GA,2020-06-14,1,1,0,0,0,0
IB,2020-06-14,4,4,0,0,0,0
MC,2020-06-14,3,3,0,0,0,0
MD,2020-06-14,54,46,0,8,0,0
ML,2020-06-14,0,0,0,0,0,0
NC,2020-06-14,2,2,0,0,0,0
PV,2020-06-14,31,7,0,24,0,0
RI,2020-06-14,1,1,0,0,0,0
VC,2020-06-14,1,1,0,0,0,0
AN,2020-06-15,7,7,0,0,0,0
AR,2020-06-15,6,6,0,0,0,0
AS,2020-06-15,0,0,0,0,0,0
CB,2020-06-15,1,1,0,0,0,0
CE,2020-06-15,0,0,0,0,0,0
CL,2020-06-15,15,15,0,0,0,0
CM,2020-06-15,20,19,0,1,0,0
CN,2020-06-15,1,1,0,0,0,0
CT,2020-06-15,101,79,0,0,21,1
EX,2020-06-15,5,5,0,0,0,0
GA,2020-06-15,4,4,0,0,0,0
IB,2020-06-15,3,3,0,0,0,0
MC,2020-06-15,2,2,0,0,0,0
MD,2020-06-15,127,123,0,4,0,0
ML,2020-06-15,1,1,0,0,0,0
NC,2020-06-15,4,4,0,0,0,0
PV,2020-06-15,24,15,0,9,0,0
RI,2020-06-15,0,0,0,0,0,0
VC,2020-06-15,10,10,0,0,0,0
AN,2020-06-16,10,10,0,0,0,0
AR,2020-06-16,12,12,0,0,0,0
AS,2020-06-16,2,2,0,0,0,0
CB,2020-06-16,2,2,0,0,0,0
CE,2020-06-16,0,0,0,0,0,0
CL,2020-06-16,42,41,0,0,1,0
CM,2020-06-16,32,31,0,0,1,0
CN,2020-06-16,2,2,0,0,0,0
CT,2020-06-16,94,78,0,1,14,1
EX,2020-06-16,2,2,0,0,0,0
GA,2020-06-16,1,1,0,0,0,0
IB,2020-06-16,4,4,0,0,0,0
MC,2020-06-16,1,1,0,0,0,0
MD,2020-06-16,59,59,0,0,0,0
ML,2020-06-16,0,0,0,0,0,0
NC,2020-06-16,13,13,0,0,0,0
PV,2020-06-16,20,10,0,10,0,0
RI,2020-06-16,1,1,0,0,0,0
VC,2020-06-16,12,12,0,0,0,0
AN,2020-06-17,10,10,0,0,0,0
AR,2020-06-17,6,6,0,0,0,0
AS,2020-06-17,0,0,0,0,0,0
CB,2020-06-17,3,3,0,0,0,0
CE,2020-06-17,0,0,0,0,0,0
CL,2020-06-17,17,17,0,0,0,0
CM,2020-06-17,19,18,0,1,0,0
CN,2020-06-17,14,14,0,0,0,0
CT,2020-06-17,107,89,0,0,16,2
EX,2020-06-17,7,7,0,0,0,0
GA,2020-06-17,4,4,0,0,0,0
IB,2020-06-17,4,4,0,0,0,0
MC,2020-06-17,2,2,0,0,0,0
MD,2020-06-17,72,71,0,1,0,0
ML,2020-06-17,0,0,0,0,0,0
NC,2020-06-17,3,3,0,0,0,0
PV,2020-06-17,19,8,0,11,0,0
RI,2020-06-17,0,0,0,0,0,0
VC,2020-06-17,12,12,0,0,0,0
AN,2020-06-18,25,25,0,0,0,0
AR,2020-06-18,14,14,0,0,0,0
AS,2020-06-18,0,0,0,0,0,0
CB,2020-06-18,3,3,0,0,0,0
CE,2020-06-18,0,0,0,0,0,0
CL,2020-06-18,12,11,0,0,1,0
CM,2020-06-18,21,20,0,0,1,0
CN,2020-06-18,0,0,0,0,0,0
CT,2020-06-18,111,96,0,0,15,0
EX,2020-06-18,4,4,0,0,0,0
GA,2020-06-18,2,2,0,0,0,0
IB,2020-06-18,5,5,0,0,0,0
MC,2020-06-18,2,2,0,0,0,0
MD,2020-06-18,73,70,0,3,0,0
ML,2020-06-18,0,0,0,0,0,0
NC,2020-06-18,6,6,0,0,0,0
PV,2020-06-18,22,11,0,11,0,0
RI,2020-06-18,1,1,0,0,0,0
VC,2020-06-18,8,8,0,0,0,0
AN,2020-06-19,11,11,0,0,0,0
AR,2020-06-19,24,24,0,0,0,0
AS,2020-06-19,0,0,0,0,0,0
CB,2020-06-19,0,0,0,0,0,0
CE,2020-06-19,0,0,0,0,0,0
CL,2020-06-19,14,13,0,0,1,0
CM,2020-06-19,24,24,0,0,0,0
CN,2020-06-19,1,1,0,0,0,0
CT,2020-06-19,101,86,0,0,14,1
EX,2020-06-19,2,2,0,0,0,0
GA,2020-06-19,2,2,0,0,0,0
IB,2020-06-19,8,8,0,0,0,0
MC,2020-06-19,3,3,0,0,0,0
MD,2020-06-19,61,59,0,2,0,0
ML,2020-06-19,0,0,0,0,0,0
NC,2020-06-19,9,9,0,0,0,0
PV,2020-06-19,24,11,0,13,0,0
RI,2020-06-19,0,0,0,0,0,0
VC,2020-06-19,10,10,0,0,0,0
AN,2020-06-20,15,15,0,0,0,0
AR,2020-06-20,29,29,0,0,0,0
AS,2020-06-20,0,0,0,0,0,0
CB,2020-06-20,3,3,0,0,0,0
CE,2020-06-20,0,0,0,0,0,0
CL,2020-06-20,18,17,0,0,1,0
CM,2020-06-20,23,22,0,0,1,0
CN,2020-06-20,11,11,0,0,0,0
CT,2020-06-20,96,94,0,0,2,0
EX,2020-06-20,1,1,0,0,0,0
GA,2020-06-20,2,2,0,0,0,0
IB,2020-06-20,3,3,0,0,0,0
MC,2020-06-20,3,3,0,0,0,0
MD,2020-06-20,47,47,0,0,0,0
ML,2020-06-20,0,0,0,0,0,0
NC,2020-06-20,4,4,0,0,0,0
PV,2020-06-20,19,4,0,15,0,0
RI,2020-06-20,1,1,0,0,0,0
VC,2020-06-20,5,5,0,0,0,0
AN,2020-06-21,10,10,0,0,0,0
AR,2020-06-21,37,36,0,0,1,0
AS,2020-06-21,0,0,0,0,0,0
CB,2020-06-21,4,4,0,0,0,0
CE,2020-06-21,0,0,0,0,0,0
CL,2020-06-21,6,6,0,0,0,0
CM,2020-06-21,17,15,0,2,0,0
CN,2020-06-21,2,2,0,0,0,0
CT,2020-06-21,86,82,0,2,1,1
EX,2020-06-21,5,5,0,0,0,0
GA,2020-06-21,6,6,0,0,0,0
IB,2020-06-21,2,2,0,0,0,0
MC,2020-06-21,5,5,0,0,0,0
MD,2020-06-21,33,32,0,1,0,0
ML,2020-06-21,2,2,0,0,0,0
NC,2020-06-21,15,15,0,0,0,0
PV,2020-06-21,17,6,0,11,0,0
RI,2020-06-21,0,0,0,0,0,0
VC,2020-06-21,9,9,0,0,0,0
AN,2020-06-22,17,17,0,0,0,0
AR,2020-06-22,46,46,0,0,0,0
AS,2020-06-22,0,0,0,0,0,0
CB,2020-06-22,1,1,0,0,0,0
CE,2020-06-22,0,0,0,0,0,0
CL,2020-06-22,14,14,0,0,0,0
CM,2020-06-22,23,19,0,4,0,0
CN,2020-06-22,0,0,0,0,0,0
CT,2020-06-22,128,104,0,1,23,0
EX,2020-06-22,1,1,0,0,0,0
GA,2020-06-22,0,0,0,0,0,0
IB,2020-06-22,1,1,0,0,0,0
MC,2020-06-22,4,4,0,0,0,0
MD,2020-06-22,41,39,0,2,0,0
ML,2020-06-22,0,0,0,0,0,0
NC,2020-06-22,18,18,0,0,0,0
PV,2020-06-22,22,9,0,13,0,0
RI,2020-06-22,0,0,0,0,0,0
VC,2020-06-22,8,8,0,0,0,0
AN,2020-06-23,13,13,0,0,0,0
AR,2020-06-23,26,26,0,0,0,0
AS,2020-06-23,0,0,0,0,0,0
CB,2020-06-23,2,2,0,0,0,0
CE,2020-06-23,0,0,0,0,0,0
CL,2020-06-23,29,28,0,0,1,0
CM,2020-06-23,40,39,0,1,0,0
CN,2020-06-23,6,6,0,0,0,0
CT,2020-06-23,136,115,0,1,20,0
EX,2020-06-23,5,5,0,0,0,0
GA,2020-06-23,6,6,0,0,0,0
IB,2020-06-23,5,5,0,0,0,0
MC,2020-06-23,5,5,0,0,0,0
MD,2020-06-23,49,48,0,1,0,0
ML,2020-06-23,0,0,0,0,0,0
NC,2020-06-23,8,8,0,0,0,0
PV,2020-06-23,21,5,0,16,0,0
RI,2020-06-23,1,1,0,0,0,0
VC,2020-06-23,10,10,0,0,0,0
AN,2020-06-24,97,97,0,0,0,0
AR,2020-06-24,59,58,0,0,1,0
AS,2020-06-24,0,0,0,0,0,0
CB,2020-06-24,2,2,0,0,0,0
CE,2020-06-24,0,0,0,0,0,0
CL,2020-06-24,14,14,0,0,0,0
CM,2020-06-24,30,28,0,2,0,0
CN,2020-06-24,1,1,0,0,0,0
CT,2020-06-24,104,101,0,2,0,1
EX,2020-06-24,1,1,0,0,0,0
GA,2020-06-24,4,4,0,0,0,0
IB,2020-06-24,3,3,0,0,0,0
MC,2020-06-24,7,7,0,0,0,0
MD,2020-06-24,41,40,0,1,0,0
ML,2020-06-24,0,0,0,0,0,0
NC,2020-06-24,11,11,0,0,0,0
PV,2020-06-24,28,14,0,14,0,0
RI,2020-06-24,1,1,0,0,0,0
VC,2020-06-24,7,7,0,0,0,0
AN,2020-06-25,22,22,0,0,0,0
AR,2020-06-25,44,44,0,0,0,0
AS,2020-06-25,0,0,0,0,0,0
CB,2020-06-25,0,0,0,0,0,0
CE,2020-06-25,0,0,0,0,0,0
CL,2020-06-25,17,17,0,0,0,0
CM,2020-06-25,29,29,0,0,0,0
CN,2020-06-25,1,1,0,0,0,0
CT,2020-06-25,155,122,0,3,30,0
EX,2020-06-25,4,4,0,0,0,0
GA,2020-06-25,11,11,0,0,0,0
IB,2020-06-25,3,3,0,0,0,0
MC,2020-06-25,5,5,0,0,0,0
MD,2020-06-25,57,55,0,2,0,0
ML,2020-06-25,0,0,0,0,0,0
NC,2020-06-25,6,6,0,0,0,0
PV,2020-06-25,14,5,0,9,0,0
RI,2020-06-25,0,0,0,0,0,0
VC,2020-06-25,9,9,0,0,0,0
AN,2020-06-26,19,19,0,0,0,0
AR,2020-06-26,24,24,0,0,0,0
AS,2020-06-26,0,0,0,0,0,0
CB,2020-06-26,3,3,0,0,0,0
CE,2020-06-26,0,0,0,0,0,0
CL,2020-06-26,15,15,0,0,0,0
CM,2020-06-26,21,20,0,0,1,0
CN,2020-06-26,1,1,0,0,0,0
CT,2020-06-26,220,177,0,2,39,2
EX,2020-06-26,0,0,0,0,0,0
GA,2020-06-26,3,3,0,0,0,0
IB,2020-06-26,10,10,0,0,0,0
MC,2020-06-26,7,7,0,0,0,0
MD,2020-06-26,55,54,0,1,0,0
ML,2020-06-26,0,0,0,0,0,0
NC,2020-06-26,6,6,0,0,0,0
PV,2020-06-26,18,10,0,8,0,0
RI,2020-06-26,0,0,0,0,0,0
VC,2020-06-26,15,15,0,0,0,0
AN,2020-06-27,15,15,0,0,0,0
AR,2020-06-27,49,49,0,0,0,0
AS,2020-06-27,0,0,0,0,0,0
CB,2020-06-27,2,2,0,0,0,0
CE,2020-06-27,0,0,0,0,0,0
CL,2020-06-27,13,13,0,0,0,0
CM,2020-06-27,26,24,0,2,0,0
CN,2020-06-27,0,0,0,0,0,0
CT,2020-06-27,140,132,0,7,1,0
EX,2020-06-27,4,4,0,0,0,0
GA,2020-06-27,8,7,0,0,1,0
IB,2020-06-27,5,5,0,0,0,0
MC,2020-06-27,6,6,0,0,0,0
MD,2020-06-27,29,27,0,2,0,0
ML,2020-06-27,0,0,0,0,0,0
NC,2020-06-27,7,7,0,0,0,0
PV,2020-06-27,17,5,0,12,0,0
RI,2020-06-27,0,0,0,0,0,0
VC,2020-06-27,15,15,0,0,0,0
AN,2020-06-28,27,27,0,0,0,0
AR,2020-06-28,19,19,0,0,0,0
AS,2020-06-28,0,0,0,0,0,0
CB,2020-06-28,0,0,0,0,0,0
CE,2020-06-28,0,0,0,0,0,0
CL,2020-06-28,5,5,0,0,0,0
CM,2020-06-28,24,21,0,3,0,0
CN,2020-06-28,0,0,0,0,0,0
CT,2020-06-28,121,114,0,5,1,1
EX,2020-06-28,4,4,0,0,0,0
GA,2020-06-28,9,9,0,0,0,0
IB,2020-06-28,5,5,0,0,0,0
MC,2020-06-28,3,3,0,0,0,0
MD,2020-06-28,29,29,0,0,0,0
ML,2020-06-28,0,0,0,0,0,0
NC,2020-06-28,2,2,0,0,0,0
PV,2020-06-28,23,6,0,17,0,0
RI,2020-06-28,2,2,0,0,0,0
VC,2020-06-28,12,12,0,0,0,0
AN,2020-06-29,22,22,0,0,0,0
AR,2020-06-29,26,26,0,0,0,0
AS,2020-06-29,1,1,0,0,0,0
CB,2020-06-29,0,0,0,0,0,0
CE,2020-06-29,0,0,0,0,0,0
CL,2020-06-29,11,11,0,0,0,0
CM,2020-06-29,25,24,0,0,1,0
